NAME,SYMBOL,PRICE,QUANTITY,MARKET_CAP,MARKET_CAP_PERCENTAGE
JANASHAKTHI INSURANCE COMPANY PLC,JINS.N0000,18.1,544500198,9855453583.8,0.38424001897796355608401634100
UNITED MOTORS LANKA PLC,UML.N0000,94,100900626,9484658844,0.36978363940636530841209313714
SELINSING  PLC,SELI.N0000,1349.8,6940080,9367719984,0.36522447940387492933807922507
GOOD HOPE  PLC,GOOD.N0000,1302,6871307,8946441714,0.34879987052276951589429515849
UNION ASSURANCE PLC,UAL.N0000,150,58928572,8839285800,0.34462212364599049781696453977
ASIAN ALLIANCE INSURANCE PLC,AAIC.N0000,23.1,375000000,8662500000,0.33772967789811623551525569246
AIA  INSURANCE LANKA PLC,CTCE.N0000,274,30749370,8425327380,0.32848289780474223024637370198
LOLC FINANCE PLC,LOFC.N0000,3,2800000000,8400000000,0.32749544523453695565115703512
MTD WALKERS PLC,KAPI.N0000,45.9,167647568,7695023371.2,0.30001013155253708799354182137
ACL CABLES PLC,ACL.N0000,64,119787360,7666391040,0.29889382702224581135153662615
CIC HOLDINGS PLC,CIC.N0000,102.9,72900000,7501410000,0.29246161998057236482037451128
PAN ASIA BANKING CORPORATION PLC,PABC.N0000,25,295041086,7376027150,0.28757324947039079792396193094
ASIRI  SURGICAL HOSPITAL PLC,AMSL.N0000,13,528457545,6869948085,0.26784246509943208742111859541
BIMPUTH FINANCE PLC,BLI.N0000,63,107733344,6787200672,0.26461634594914147892909133647
SUNSHINE HOLDINGS PLC,SUN.N0000,50.2,135140986,6784077497.2,0.26449458100608537346366771608
MERCANTILE INVESTMENTS AND FINANCE PLC,MERC.N0000,2200,3006000,6613200000,0.25783248552679045179907520293
BROWN & COMPANY PLC,BRWN.N0000,91.5,70875000,6485062500,0.25283671795372610904255732977
NAWALOKA HOSPITALS PLC,NHL.N0000,4.6,1409505596,6483725741.6,0.25278460101475241770379814981
VALLIBEL POWER ERATHNA PLC,VPEL.N0000,8.6,747109731,6425143686.6,0.25050063004035014010433521621
